,StockCode,Rev,Qty,AWP,ModeQty
600,21484,3002.8,792,3.791414141414142,4
601,21485,7229.999999999992,1520,4.756578947368416,4
602,21486,30.0,8,3.75,2
603,21488,11.850000000000001,3,3.9500000000000006,1
604,21494,1622.23,1226,1.3231892332789559,9
605,21495,2345.5,5775,0.40614718614718615,34
606,21497,3430.0,8600,0.3988372093023256,37
607,21498,2502.24,6072,0.412094861660079,29
608,21499,1512.0,3600,0.42,26
609,21500,2593.0,6350,0.40834645669291336,29
610,21503,288.5,725,0.3979310344827586,30
611,21504,763.2000000000002,1884,0.40509554140127396,19
612,21506,932.3999999999985,2220,0.4199999999999993,13
613,21507,615.6,1476,0.41707317073170735,13
614,21508,413.2800000000003,984,0.4200000000000003,13
615,21509,1444.7499999999984,3581,0.4034487573303542,17
616,21518,106.98000000000002,265,0.4036981132075472,15
617,21519,757.8600000000002,1825,0.41526575342465766,15
618,21520,186.78000000000003,455,0.41050549450549456,13
619,21523,5902.350000000002,791,7.461883691529712,3
620,21524,5861.100000000003,781,7.504609475032014,3
621,21527,1682.0000000000005,220,7.645454545454547,2
622,21528,715.8500000000001,103,6.950000000000001,1
623,21530,370.7300000000002,431,0.8601624129930399,8
624,21531,1482.7499999999986,603,2.458955223880595,4
625,21533,3088.4999999999977,646,4.780959752321978,3
626,21534,843.0000000000009,172,4.90116279069768,2
627,21535,2412.299999999999,946,2.549999999999999,4
628,21537,548.25,129,4.25,3
629,21538,18.75,5,3.75,2
630,21539,2109.6500000000005,445,4.740786516853934,4
631,21544,1522.4000000000015,1872,0.813247863247864,16
632,21547,212.4000000000001,72,2.950000000000001,4
633,21555,140.25,55,2.55,4
634,21556,1856.8500000000004,803,2.3123910336239106,16
635,21557,854.04,300,2.8468,5
636,21558,4614.600000000007,1942,2.376210092687954,6
637,21559,8699.390000000027,3702,2.349916261480288,8
638,21561,2863.6799999999967,1225,2.3376979591836706,7
639,21562,368.35,319,1.1547021943573668,12
640,21563,2591.020000000002,1358,1.9079675994108998,10
641,21564,1678.4700000000014,1013,1.6569299111549867,9
642,21576,403.67,177,2.2806214689265536,3
643,21577,796.5,354,2.25,4
644,21578,1314.0,584,2.25,6
645,21579,234.0,104,2.25,5
646,21580,202.5,90,2.25,3
647,21581,344.25,153,2.25,3
648,21584,1753.250000000002,1065,1.646244131455401,6
649,21586,784.1999999999997,316,2.481645569620252,6
650,21587,480.75000000000006,197,2.440355329949239,6
651,21588,3447.5999999999967,1496,2.3045454545454525,10
652,21591,795.0,636,1.25,5
653,21592,2150.71,2151,0.9998651789865179,9
654,21609,2072.150000000001,761,2.722930354796322,10
655,21613,632.7500000000001,221,2.863122171945702,5
656,21614,141.60000000000002,48,2.9500000000000006,6
657,21615,1195.0,840,1.4226190476190477,8
658,21616,1093.75,755,1.4486754966887416,6
659,21617,851.75,473,1.8007399577167018,5
660,21618,473.75,303,1.5635313531353134,5
661,21619,1252.5,900,1.3916666666666666,7
662,21620,1211.25,811,1.4935265104808877,6
663,21621,8742.0,1047,8.349570200573066,4
664,21622,1009.7999999999995,204,4.9499999999999975,3
665,21623,2109.4000000000033,212,9.950000000000015,1
666,21624,773.5000000000006,130,5.950000000000005,2
667,21625,2140.1900000000005,307,6.971302931596093,2
668,21626,758.5499999999998,389,1.9499999999999995,9
669,21627,568.1,38,14.950000000000001,1
670,21628,200.49999999999997,14,14.32142857142857,1
671,21629,411.3499999999999,53,7.761320754716979,1
672,21630,452.35,53,8.534905660377358,2
673,21631,761.8500000000001,155,4.915161290322581,9
674,21632,237.00000000000006,60,3.950000000000001,12
675,21633,515.7,86,5.996511627906977,5
676,21634,462.60000000000014,948,0.48797468354430396,41
677,21635,367.5,270,1.3611111111111112,18
678,21636,703.95,917,0.7676663031624864,11
679,21637,136.25,109,1.25,18
680,21638,493.5000000000001,235,2.1000000000000005,7
681,21640,447.37,541,0.8269316081330869,10
682,21641,367.97999999999996,1102,0.33392014519056257,47
683,21642,515.6999999999998,1618,0.318726823238566,21
684,21643,275.44,224,1.229642857142857,11
685,21644,188.75,151,1.25,6
686,21647,243.60000000000002,116,2.1,3
687,21648,297.94,242,1.2311570247933885,13
688,21650,249.67000000000004,1239,0.20150928167877324,29
689,21651,201.75,131,1.5400763358778626,11
690,21654,432.53999999999985,946,0.45723044397462986,18
691,21656,169.64999999999998,117,1.4499999999999997,6
692,21657,194.6,28,6.95,1
693,21658,1249.74,330,3.7870909090909093,4
694,21661,17.85,3,5.95,1
695,21662,416.30000000000007,74,5.6256756756756765,4
696,21664,346.47,97,3.5718556701030932,5
697,21666,249.60000000000014,384,0.6500000000000004,11
698,21668,2472.0699999999997,1921,1.2868662155127537,11
699,21669,2876.25,2253,1.2766311584553929,12
700,21670,2489.21,2001,1.2439830084957522,12
701,21671,2375.62,1942,1.2232852729145212,13
702,21672,2431.27,1947,1.2487262455059065,13
703,21673,2383.0199999999995,1934,1.232171664943123,13
704,21675,286.86999999999995,343,0.8363556851311952,11
705,21676,191.04999999999995,211,0.9054502369668245,6
706,21677,352.31999999999994,420,0.8388571428571427,9
707,21678,88.39999999999998,104,0.8499999999999998,6
708,21679,891.2200000000006,1054,0.8455597722960158,12
709,21680,683.4000000000003,804,0.8500000000000004,15
710,21681,19.9,2,9.95,1
711,21682,866.31,174,4.978793103448275,3
712,21683,876.1500000000004,297,2.9500000000000015,6
713,21684,575.4100000000001,764,0.7531544502617802,20
714,21686,1228.4,32,38.3875,1
715,21688,932.2000000000006,316,2.950000000000002,8
716,21689,345.0,92,3.75,4
717,21690,90.0,24,3.75,2
718,21692,63.75,17,3.75,2
719,21693,1056.1000000000006,358,2.9500000000000015,7
720,21694,817.0500000000002,303,2.696534653465347,15
721,21695,834.8500000000006,283,2.950000000000002,7
722,21696,525.1000000000001,178,2.9500000000000006,7
723,21698,116.62000000000002,266,0.43842105263157904,12
724,21700,520.1999999999997,612,0.8499999999999995,14
725,21703,3395.2299999999977,9186,0.369609187894622,36
726,21704,3852.520000000001,4999,0.7706581316263255,24
727,21705,1267.6099999999992,1357,0.9341267501842293,11
728,21706,1134.5800000000002,229,4.9544978165938875,3
729,21707,601.2199999999998,120,5.010166666666665,2
730,21708,381.15,77,4.949999999999999,3
731,21709,430.05999999999995,87,4.9432183908045975,2
732,21710,412.4099999999999,84,4.909642857142856,2
733,21711,420.1,86,4.884883720930233,3
734,21713,1415.749999999999,685,2.066788321167882,5
735,21714,1331.25,1065,1.25,8
736,21715,2736.7500000000014,1141,2.3985539000876437,8
737,21716,2901.320000000003,1198,2.4218030050083494,8
738,21717,931.9499999999999,405,2.301111111111111,10
739,21718,1612.42,1288,1.2518788819875777,8
740,21719,255.84999999999988,301,0.8499999999999996,8
741,21720,48.45,57,0.8500000000000001,7
742,21721,148.75000000000003,175,0.8500000000000002,7
743,21722,29.75,35,0.85,4
744,21723,315.35,371,0.8500000000000001,9
745,21724,316.19999999999993,372,0.8499999999999999,6
746,21725,232.89999999999986,274,0.8499999999999995,8
747,21726,196.34999999999994,231,0.8499999999999998,6
748,21730,1444.0500000000006,307,4.703745928338765,3
749,21731,6957.850000000013,4269,1.6298547669243413,14
750,21733,7831.049999999977,2783,2.813887890765353,6
751,21735,998.1,78,12.796153846153846,1
752,21736,136.05,77,1.766883116883117,11
753,21738,132.75000000000006,45,2.950000000000001,2
754,21739,417.4399999999998,143,2.919160839160838,2
755,21741,386.45000000000005,131,2.95,4
756,21742,1148.3500000000006,193,5.950000000000003,2
757,21743,650.4000000000001,240,2.7100000000000004,12
758,21744,1128.0900000000006,367,3.0738147138964593,4
759,21745,3397.19,925,3.6726378378378377,4
760,21746,2231.14,1898,1.175521601685985,18
761,21747,417.53000000000003,349,1.1963610315186248,13
762,21749,3066.9000000000015,1619,1.894317479925881,24
763,21750,163.79999999999998,78,2.0999999999999996,4
764,21754,9548.849999999999,1617,5.905287569573283,3
765,21755,7217.399999999993,1212,5.954950495049499,3
766,21756,4715.929999999994,790,5.969531645569613,3
767,21757,29.700000000000003,6,4.95,2
768,21758,202.4,32,6.325,2
769,21761,299.49999999999994,10,29.949999999999996,1
770,21763,169.75,6,28.291666666666668,1
771,21769,607.6500000000001,11,55.2409090909091,5
772,21770,7281.659999999999,1571,4.635047740292807,4
773,21773,693.52,920,0.7538260869565218,15
774,21774,645.78,834,0.7743165467625899,15
775,21775,310.16,280,1.1077142857142859,6
776,21777,15.9,2,7.95,2
777,21781,909.3000000000002,62,14.666129032258068,1
778,21784,179.09999999999997,18,9.949999999999998,1
779,21785,267.95,411,0.6519464720194647,82
780,21786,621.9099999999997,1711,0.363477498538866,17
781,21787,1362.1000000000001,1642,0.8295371498172961,16
782,21788,544.9499999999998,675,0.807333333333333,13
783,21789,658.13,779,0.8448395378690629,10
784,21790,10375.169999999967,13251,0.7829726058410661,17
785,21791,5513.2300000000005,4655,1.1843673469387757,14
786,21792,1384.7000000000003,330,4.196060606060607,4
787,21793,1240.4400000000003,296,4.190675675675677,4
788,21794,2052.62,498,4.121726907630522,5
789,21801,135.24000000000004,322,0.4200000000000001,21
790,21802,419.5800000000001,999,0.4200000000000001,19
791,21803,477.9600000000001,1138,0.4200000000000001,22
792,21804,656.7,178,3.6893258426966296,4
793,21807,174.29999999999995,415,0.4199999999999999,13
794,21808,370.0,100,3.7,4
795,21809,995.2999999999997,1859,0.5353953738569122,20
796,21810,1536.2700000000013,3443,0.44620098751089204,25
797,21811,1550.3600000000001,2938,0.5276923076923077,26
798,21812,332.4,68,4.888235294117647,3
799,21813,356.4,72,4.949999999999999,3
800,21814,108.74999999999999,75,1.4499999999999997,5
801,21815,191.4,132,1.45,6
802,21816,49.3,34,1.45,3
803,21817,408.8599999999998,908,0.45028634361233455,14
804,21818,1281.1299999999992,2699,0.4746683957021116,16
805,21819,1054.6299999999992,2465,0.4278417849898577,19
806,21820,584.43,157,3.722484076433121,4
807,21821,345.0,92,3.75,3
808,21822,340.53000000000003,387,0.8799224806201551,8
809,21823,687.98,1196,0.5752341137123747,15
810,21824,465.55000000000007,979,0.4755362614913177,18
811,21826,116.25,93,1.25,4
812,21827,7.5,6,1.25,2
813,21828,392.5,314,1.25,4
814,21829,915.4199999999989,4462,0.2051591214701925,51
815,21830,726.1800000000003,1729,0.42000000000000015,31
816,21832,1306.7300000000002,785,1.6646242038216563,6
817,21833,2313.0299999999993,1407,1.6439445628997862,19
818,21836,11.25,3,3.75,1
819,21839,5.45,1,5.45,1
820,21841,310.25,73,4.25,3
821,21843,6484.199999999988,596,10.879530201342261,2
822,21844,2087.7500000000014,737,2.8327679782903683,8
823,21845,934.5400000000004,1090,0.8573761467889912,19
824,21846,49.50000000000001,10,4.950000000000001,1
825,21847,44.550000000000004,9,4.95,1
826,21849,260.73999999999995,52,5.014230769230768,2
827,21850,64.35000000000002,13,4.950000000000002,1
828,21851,138.72,26,5.335384615384616,1
829,21864,1150.440000000001,590,1.9498983050847474,5
830,21865,463.38000000000034,223,2.077937219730943,3
831,21866,670.4599999999999,537,1.2485288640595902,4
832,21867,336.27000000000004,266,1.2641729323308273,3
833,21868,1777.69,1449,1.226839199447895,9
834,21870,905.0,724,1.25,9
835,21871,1440.1999999999998,1060,1.3586792452830188,7
836,21872,412.5,330,1.25,4
837,21873,367.86,366,1.0050819672131148,6
838,21874,1308.85,977,1.3396622313203683,9
839,21875,441.32,364,1.2124175824175825,6
840,21876,1185.24,1272,0.9317924528301886,12
841,21877,1773.8199999999997,1326,1.3377224736048263,7
842,21878,994.2700000000009,1215,0.8183292181069967,13
843,21879,303.23000000000013,1027,0.2952580331061345,17
844,21880,411.5600000000003,820,0.5019024390243906,13
845,21881,315.5500000000001,975,0.32364102564102576,21
846,21882,191.28000000000003,600,0.31880000000000003,14
847,21883,580.8700000000003,1367,0.4249231894659842,14
848,21884,318.81000000000006,1017,0.31348082595870214,23
849,21888,3169.08,852,3.7195774647887325,4
850,21889,7183.45,5752,1.2488612656467315,12
851,21890,3250.01,1071,3.0345564892623718,5
852,21891,7110.760000000005,5632,1.2625639204545462,22
853,21892,2248.89,1821,1.23497528830313,8
854,21894,610.73,476,1.283046218487395,6
855,21895,4.25,1,4.25,1
856,21896,564.9000000000007,269,2.1000000000000023,4
857,21897,1250.82,402,3.1114925373134326,201
858,21898,1423.0300000000002,445,3.1978202247191017,63
859,21899,777.4899999999998,1205,0.645219917012448,8
860,21900,967.9399999999995,1498,0.6461548731642186,9
861,21901,1137.0100000000004,1737,0.6545826137017849,7
862,21902,598.74,930,0.6438064516129033,8
863,21903,942.0000000000008,450,2.093333333333335,4
864,21904,107.1,51,2.1,2
865,21905,707.4099999999999,685,1.032715328467153,6
866,21906,1483.15,233,6.365450643776825,4
867,21907,4734.249999999988,2281,2.0755151249451944,6
868,21908,3143.0999999999963,1521,2.066469428007887,6
869,21910,59.400000000000006,36,1.6500000000000001,4
870,21911,153.45000000000005,93,1.6500000000000006,4
871,21912,5523.53,1575,3.5070031746031742,5
872,21913,1131.28,302,3.745960264900662,3
873,21914,5364.4,4328,1.2394639556377078,12
874,21915,18059.5,16150,1.118235294117647,43
875,21916,1761.46,4339,0.4059598985941461,16
876,21917,1647.7799999999986,4082,0.40366976972072477,21
877,21918,2807.9799999999973,6997,0.40131199085322244,24
878,21922,5682.090000000001,759,7.486284584980239,4
879,21925,496.25,397,1.25,5
880,21926,211.25,169,1.25,6
881,21927,271.25,217,1.25,8
882,21928,17579.090000000007,9436,1.8629811360746087,16
883,21929,18042.910000000007,9667,1.8664435709113487,15
884,21930,10884.550000000003,5703,1.908565667192706,11
885,21931,9387.170000000006,4832,1.9427090231788091,11
886,21932,2187.5500000000015,1221,1.7916052416052428,5
887,21933,4290.910000000004,2407,1.7826796842542603,8
888,21934,1061.8999999999996,646,1.643808049535603,9
889,21935,2822.720000000002,1762,1.6019977298524415,8
890,21936,10214.55999999999,3702,2.759200432198809,9
891,21937,2200.3500000000013,773,2.846507115135836,6
892,21942,66.55000000000001,81,0.8216049382716051,8
893,21943,48.45000000000001,57,0.8500000000000002,5
894,21944,177.87999999999994,232,0.7667241379310342,6
895,21945,190.7899999999999,225,0.8479555555555551,7
896,21946,58.900000000000006,72,0.8180555555555556,6
897,21947,743.98,596,1.2482885906040269,6
898,21948,543.07,418,1.2992105263157896,7
899,21949,725.49,613,1.1835073409461665,10
900,21955,6635.6100000000015,1159,5.725289042277827,7
901,21967,1506.24,5166,0.29156794425087107,28
902,21972,317.54999999999995,219,1.4499999999999997,7
903,21973,197.2,136,1.45,7
904,21974,1726.9500000000023,1191,1.450000000000002,8
905,21975,3786.1800000000017,7950,0.4762490566037738,25
906,21976,1137.9300000000007,2103,0.5410984308131245,14
907,21977,5415.559999999996,11156,0.48543922552886304,27
908,21980,1108.9800000000005,3482,0.3184893739230329,21
909,21981,1510.2000000000007,5288,0.28559001512859317,26
910,21982,918.32,2914,0.3151407000686342,17
911,21983,451.90000000000015,1410,0.3204964539007093,19
912,21984,496.7099999999999,1559,0.3186080821039127,15
913,21985,2550.2900000000027,8569,0.2976181584782358,23
914,21986,1129.79,3985,0.28351066499372646,25
915,21987,1246.2899999999993,2037,0.611826215022091,13
916,21988,1663.300000000001,2194,0.7581130355515046,14
917,21989,1675.2400000000018,2068,0.8100773694390725,9
918,21990,936.1,704,1.3296875000000001,6
919,21991,334.35,243,1.375925925925926,4
920,21992,1658.69,1163,1.4262166809974206,5
921,21993,1008.35,755,1.3355629139072849,6
922,22021,577.4999999999994,350,1.6499999999999984,5
923,22023,282.24,672,0.42000000000000004,13
924,22024,435.3000000000003,1057,0.4118259224219492,14
925,22025,303.8399999999999,744,0.40838709677419344,16
926,22026,383.7600000000002,924,0.41532467532467554,15
927,22027,882.7199999999989,2112,0.4179545454545449,13
928,22028,1198.4499999999985,2903,0.4128315535652768,15
929,22029,1199.5199999999963,2856,0.4199999999999987,13
930,22030,2130.629999999996,5361,0.39743144935646263,21
931,22031,100.80000000000004,240,0.42000000000000015,12
932,22032,151.62000000000003,361,0.4200000000000001,11
933,22033,141.12000000000006,336,0.4200000000000002,16
934,22034,1.26,3,0.42,3
935,22035,574.0600000000005,1406,0.40829302987197763,15
936,22037,1573.1199999999947,3795,0.4145243741765467,14
937,22038,199.5,475,0.42,25
938,22039,94.5,225,0.42,28
939,22040,304.5,725,0.42,25
940,22041,8357.070000000003,3774,2.2143799682034984,18
941,22042,151.20000000000002,360,0.42000000000000004,13
942,22043,283.32000000000005,1188,0.23848484848484852,27
943,22044,196.44000000000005,816,0.24073529411764713,22
944,22045,1428.84,3402,0.42,27
945,22046,395.22,941,0.42000000000000004,26
946,22047,1373.5,3375,0.40696296296296297,31
947,22048,199.5,475,0.42,25
948,22049,153.25,625,0.2452,29
949,22050,273.0,650,0.42,27
950,22051,420.0,1000,0.42,25
951,22052,229.32,546,0.42,22
952,22053,3596.42,4236,0.8490132200188858,162
953,22055,1134.64,830,1.3670361445783135,8
954,22057,576.6599999999997,530,1.088037735849056,8
955,22059,1937.4100000000021,1725,1.1231362318840592,10
956,22060,600.1500000000002,129,4.652325581395351,4
957,22061,2060.8500000000013,307,6.712866449511405,3
958,22062,598.9100000000001,589,1.0168251273344653,9
959,22063,1109.5000000000005,538,2.062267657992566,5
960,22064,1007.399999999999,728,1.3837912087912074,8
961,22065,2869.9999999999995,6430,0.44634525660964225,34
962,22066,740.2199999999996,1686,0.43903914590747306,17
963,22067,350.3100000000001,227,1.5432158590308376,8
964,22068,297.2400000000001,242,1.228264462809918,5
965,22069,240.78000000000003,220,1.0944545454545456,5
966,22070,942.48,264,3.5700000000000003,5
967,22071,699.54,190,3.6817894736842103,3
968,22072,1397.83,433,3.22824480369515,4
969,22073,672.1800000000001,190,3.537789473684211,7
970,22074,430.05,559,0.7693202146690519,13
971,22075,829.1099999999997,647,1.2814683153013906,7
972,22076,1304.369999999999,1035,1.2602608695652164,9
973,22077,8917.800000000016,5056,1.7638053797468385,10
974,22078,2610.0,1300,2.0076923076923077,8
975,22079,1569.1499999999996,951,1.6499999999999997,6
976,22080,805.1999999999997,488,1.6499999999999995,6
977,22081,683.0999999999999,414,1.6499999999999997,6
978,22082,2611.950000000003,1583,1.650000000000002,6
979,22083,5881.249999999987,2075,2.8343373493975843,7
980,22084,8545.699999999997,3126,2.733749200255917,13
981,22085,1415.6500000000005,507,2.792209072978305,6
982,22086,27015.600000000002,9992,2.7037229783827064,14
983,22087,4473.950000000001,1621,2.7599938309685386,11
984,22088,4533.9,1642,2.7612058465286236,9
985,22089,3398.4999999999995,1214,2.799423393739703,6
986,22090,7000.999999999984,2460,2.8459349593495866,7
987,22091,914.039999999999,1938,0.4716408668730645,14
988,22092,312.3399999999998,668,0.4675748502994009,7
989,22093,504.32999999999953,1211,0.41645747316267506,11
990,22094,652.9299999999994,1393,0.46872218234027235,11
991,22095,1420.9799999999996,1569,0.9056596558317397,13
992,22096,562.1399999999994,1358,0.4139469808541969,11
993,22097,688.829999999999,1581,0.4356925996204927,10
994,22098,479.32999999999953,1035,0.46312077294685944,10
995,22099,696.3799999999994,1396,0.49883954154727755,10
996,22100,305.80999999999983,729,0.4194924554183811,18
997,22101,505.25999999999993,513,0.9849122807017543,20
998,22102,434.25,813,0.5341328413284133,42
999,22103,301.32000000000005,540,0.558,38
1000,22104,120.07,151,0.7951655629139073,12
1001,22105,338.5,266,1.2725563909774436,24
1002,22106,428.15000000000003,165,2.594848484848485,11
1003,22107,353.75,103,3.4344660194174756,3
1004,22108,246.53,101,2.440891089108911,3
1005,22109,2249.85,623,3.6113162118780093,7
1006,22110,1559.509999999997,616,2.531672077922073,3
1007,22111,9475.049999999985,1999,4.739894947473729,4
1008,22112,15707.849999999991,3455,4.54641099855282,7
1009,22113,6438.889999999999,1627,3.9575230485556236,4
1010,22114,8365.65,2087,4.0084571154767605,6
1011,22115,1706.8100000000013,1495,1.1416789297658871,8
1012,22116,333.4200000000001,330,1.0103636363636366,5
1013,22117,3802.4999999999995,1290,2.9476744186046506,17
1014,22118,748.8299999999997,219,3.4193150684931495,2
1015,22119,1724.4100000000008,347,4.9694812680115295,3
1016,22120,2888.049999999999,299,9.659030100334444,2
1017,22121,1924.9400000000014,332,5.798012048192775,2
1018,22123,794.3899999999999,443,1.7932054176072232,5
1019,22124,130.37000000000003,79,1.6502531645569625,3
1020,22125,23.8,4,5.95,4
1021,22127,479.7,402,1.1932835820895522,19
1022,22128,1360.49,1165,1.1678025751072962,26
1023,22129,790.5599999999998,992,0.7969354838709676,26
1024,22130,867.8300000000002,1043,0.8320517737296262,15
1025,22131,3368.4700000000025,1889,1.7832027527792496,9
1026,22132,438.59999999999985,516,0.8499999999999998,12
1027,22133,585.7799999999997,702,0.8344444444444441,11
1028,22134,255.18000000000004,637,0.4005965463108321,11
1029,22135,114.96000000000006,262,0.4387786259541987,5
1030,22136,530.45,333,1.5929429429429431,6
1031,22137,191.00000000000006,68,2.8088235294117654,6
1032,22138,13428.450000000032,2835,4.736666666666678,4
1033,22139,11245.950000000028,2333,4.8203814830690215,4
1034,22141,2962.9999999999945,1450,2.0434482758620653,6
1035,22142,2921.4500000000044,2065,1.4147457627118665,8
1036,22144,4547.19999999999,2242,2.028189116859942,7
1037,22145,63.0,30,2.1,30
1038,22146,1.95,1,1.95,1
1039,22147,3264.0000000000086,2256,1.4468085106383017,7
1040,22148,2384.1000000000017,1278,1.8654929577464803,10
1041,22149,4464.399999999987,2164,2.063031423290197,6
1042,22150,3356.9999999999964,1748,1.9204805491990826,6
1043,22151,3011.459999999996,7417,0.40602130241337414,40
1044,22152,965.8700000000003,2347,0.41153387302939937,23
1045,22153,559.5000000000001,1339,0.4178491411501121,26
1046,22154,1454.580000000001,3525,0.4126468085106386,29
1047,22155,651.8399999999999,1552,0.41999999999999993,25
1048,22156,1147.5500000000002,1360,0.8437867647058825,12
1049,22157,180.19999999999996,212,0.8499999999999999,19
1050,22158,5201.099999999994,1826,2.8483570646221215,9
1051,22161,513.3399999999998,2358,0.2177014418999151,19
1052,22162,112.10000000000004,38,2.950000000000001,3
1053,22163,269.3500000000001,289,0.9320069204152251,9
1054,22164,209.45000000000005,71,2.9500000000000006,5
1055,22165,1477.9000000000005,266,5.556015037593987,6
1056,22166,127.20000000000002,16,7.950000000000001,2
1057,22167,1010.2000000000004,117,8.634188034188037,1
1058,22168,620.5,73,8.5,1
1059,22169,3762.1000000000004,457,8.232166301969366,2
1060,22170,2865.15,433,6.616974595842956,3
1061,22171,3282.9,395,8.311139240506328,2
1062,22173,2613.2199999999993,874,2.9899542334096103,4
1063,22174,4032.5599999999986,2688,1.5002083333333327,15
1064,22175,1085.6000000000013,368,2.9500000000000033,4
1065,22176,1417.4500000000016,487,2.910574948665301,4
1066,22178,16918.150000000005,13178,1.2838177265138873,24
1067,22179,3213.3,502,6.400996015936255,4
1068,22180,1402.3500000000006,144,9.73854166666667,2
1069,22181,455.01999999999987,550,0.8273090909090907,11
1070,22182,708.8500000000001,203,3.4918719211822666,5
1071,22183,228.6,36,6.35,4
1072,22185,2029.699999999999,1428,1.4213585434173661,10
1073,22186,871.3,414,2.1045893719806763,5
1074,22187,1653.85,775,2.134,7
1075,22188,1315.3499999999997,333,3.949999999999999,3
1076,22189,4789.300000000002,1238,3.8685783521809385,4
1077,22190,785.1300000000001,566,1.3871554770318024,10
1078,22191,4382.6,525,8.347809523809525,2
1079,22192,4059.6,489,8.301840490797545,2
1080,22193,6306.15,777,8.116023166023165,3
1081,22194,272.0,32,8.5,1
1082,22195,2840.220000000002,1698,1.6726855123674924,7
1083,22196,999.6000000000009,1176,0.8500000000000008,8
1084,22197,12074.869999999988,15642,0.7719517964454665,27
1085,22198,731.25,473,1.5459830866807611,17
1086,22199,623.75,175,3.5642857142857145,4
1087,22200,1194.54,322,3.709751552795031,4
1088,22201,357.5,106,3.3726415094339623,2
1089,22202,142.5,38,3.75,2
1090,22203,988.63,308,3.2098376623376623,3
1091,22204,127.5,42,3.0357142857142856,3
1092,22207,4449.11,1125,3.9547644444444443,9
1093,22208,815.9800000000005,910,0.8966813186813192,6
1094,22209,408.6099999999999,435,0.9393333333333331,5
1095,22210,822.570000000001,914,0.8999671772428894,6
1096,22211,435.17999999999995,468,0.9298717948717947,5
1097,22212,1398.1799999999996,674,2.074451038575667,5
1098,22214,246.70000000000005,114,2.1640350877192986,5
1099,22215,1371.0,207,6.6231884057971016,3
1100,22216,182.30999999999997,327,0.5575229357798165,16
1101,22217,597.51,725,0.824151724137931,10
1102,22218,4.25,1,4.25,1
1103,22219,2796.5199999999945,3346,0.8357800358637162,10
1104,22220,879.05,139,6.32410071942446,2
1105,22221,618.05,79,7.823417721518987,2
1106,22222,2599.2000000000007,824,3.1543689320388357,5
1107,22223,902.85,315,2.8661904761904764,7
1108,22224,1122.7500000000005,389,2.886246786632392,5
1109,22227,1275.5500000000004,1967,0.6484748347737673,10
1110,22228,596.4599999999998,850,0.7017176470588233,8
1111,22229,332.5699999999999,493,0.6745841784989856,7
1112,22230,243.37999999999994,650,0.3744307692307691,20
1113,22231,510.36999999999983,505,1.0106336633663362,7
1114,22232,336.11,399,0.8423809523809525,11
1115,22233,299.27000000000004,315,0.9500634920634922,7
1116,22236,1983.0,164,12.091463414634147,2
1117,22241,1115.0,892,1.25,10
1118,22242,239.25000000000003,145,1.6500000000000001,10
1119,22243,4578.599999999999,3044,1.5041392904073585,26
1120,22244,747.4499999999997,387,1.9313953488372086,7
1121,22245,961.8600000000004,1194,0.8055778894472365,19
1122,22246,388.04999999999995,199,1.9499999999999997,8
1123,22247,408.0900000000001,485,0.8414226804123713,7
1124,22248,197.2899999999999,237,0.8324472573839659,7
1125,22249,540.6900000000003,641,0.8435101404056167,7
1126,22250,374.09000000000015,445,0.8406516853932587,7
1127,22251,414.19,335,1.2363880597014925,6
1128,22252,762.82,644,1.184503105590062,8
1129,22254,706.02,594,1.1885858585858586,14
1130,22255,460.69999999999976,542,0.8499999999999995,12
1131,22256,327.5,262,1.25,6
1132,22257,194.39,283,0.6868904593639575,15
1133,22258,535.19,715,0.7485174825174826,18
1134,22259,240.95999999999998,384,0.6275,22
1135,22260,160.65,189,0.85,6
1136,22261,254.14999999999986,299,0.8499999999999995,6
1137,22262,446.2499999999999,525,0.8499999999999998,10
1138,22263,53.31999999999999,100,0.5331999999999999,8
1139,22264,518.7699999999999,1393,0.3724120603015074,31
1140,22265,334.10000000000014,514,0.6500000000000002,9
1141,22266,563.35,1861,0.3027135948414831,21
1142,22267,654.7,828,0.7907004830917875,10
1143,22268,658.18,1798,0.3660622914349277,17
1144,22269,521.73,841,0.6203686087990488,9
1145,22270,393.75,105,3.75,4
1146,22271,4693.26999999999,1645,2.853051671732517,6
1147,22272,268.45,91,2.9499999999999997,3
1148,22273,3036.249999999998,1039,2.9222810394610184,5
1149,22274,3711.4999999999964,1294,2.868238021638328,5
1150,22275,527.85,69,7.65,69
1151,22276,627.3,246,2.55,3
1152,22277,728.6200000000005,355,2.0524507042253535,5
1153,22278,529.6500000000001,107,4.950000000000001,2
1154,22279,335.95,287,1.1705574912891985,11
1155,22280,224.88,177,1.2705084745762711,5
1156,22281,648.5499999999997,109,5.9499999999999975,2
1157,22282,1412.52,110,12.841090909090909,1
1158,22283,1232.2500000000007,155,7.950000000000005,2
1159,22284,956.9999999999992,580,1.6499999999999986,8
1160,22285,1376.0999999999988,834,1.6499999999999986,8
1161,22286,867.2699999999998,1051,0.8251855375832539,12
1162,22287,629.2800000000001,738,0.8526829268292684,12
1163,22288,566.25,453,1.25,10
1164,22289,157.5,126,1.25,5
1165,22291,1463.0499999999997,1009,1.4499999999999997,14
1166,22292,1520.0,1088,1.3970588235294117,11
1167,22293,1190.4499999999994,821,1.4499999999999993,9
1168,22294,6628.57,5405,1.226377428307123,20
