B2B,StockCode,Rev,Qty,AWP,ModeQty,MeanQty
1.0,21251,480.8499999999999,163,2.9499999999999993,4,4
1.0,21253,192.54000000000002,66,2.9172727272727275,3,3
1.0,21257,3591.340000000003,470,7.641148936170219,3,3
1.0,21258,1974.03,161,12.261055900621118,3,3
1.0,21259,2928.760000000001,535,5.474317757009348,4,4
1.0,21260,2128.75,703,3.0280938833570414,7,7
1.0,21261,520.6499999999999,167,3.117664670658682,6,6
1.0,21262,733.8500000000004,263,2.790304182509507,4,4
1.0,21263,206.70000000000002,106,1.9500000000000002,4,4
1.0,21264,483.59999999999974,248,1.9499999999999988,5,5
1.0,21265,249.60000000000005,128,1.9500000000000004,8,8
1.0,21268,0.84,2,0.42,2,2
1.0,21269,238.0,28,8.5,1,1
1.0,21270,178.5,14,12.75,1,1
1.0,21272,657.57,501,1.3125149700598804,7,7
1.0,21275,84.75,5,16.95,1,1
1.0,21277,307.29999999999995,14,21.949999999999996,1,1
1.0,21278,109.64999999999999,43,2.55,4,4
1.0,21279,158.10000000000005,62,2.5500000000000007,4,4
1.0,21280,165.75,65,2.55,5,5
1.0,21281,89.25,35,2.55,5,5
1.0,21284,208.88000000000002,240,0.8703333333333334,14,14
1.0,21285,224.72000000000006,189,1.1889947089947093,9,9
1.0,21286,279.37,255,1.0955686274509804,14,14
1.0,21287,755.1299999999994,1788,0.42233221476510036,33,33
1.0,21288,655.6,232,2.825862068965517,5,5
1.0,21289,190.0,152,1.25,13,13
1.0,21291,768.4000000000003,904,0.8500000000000003,23,23
1.0,21292,591.25,865,0.6835260115606936,33,33
1.0,21293,214.13,101,2.12009900990099,5,5
1.0,21294,712.8799999999999,1528,0.46654450261780095,25,25
1.0,21306,116.63999999999996,371,0.3143935309973045,14,14
1.0,21307,39.2,79,0.49620253164556966,6,6
1.0,21310,29.95,1,29.95,1,1
1.0,21311,155.84,450,0.3463111111111111,9,9
1.0,21313,1097.6200000000003,1414,0.7762517680339465,16,16
1.0,21314,4541.860000000007,2238,2.0294280607685464,8,8
1.0,21316,156.59,149,1.0509395973154363,14,14
1.0,21317,511.2499999999999,95,5.3815789473684195,3,3
1.0,21318,355.59000000000003,663,0.5363348416289593,14,14
1.0,21319,127.85999999999999,146,0.8757534246575341,11,11
1.0,21320,294.96000000000004,179,1.6478212290502796,13,13
1.0,21324,203.5500000000001,69,2.9500000000000015,3,3
1.0,21326,6068.900000000008,10066,0.6029107887939607,34,34
1.0,21327,882.7499999999984,535,1.649999999999997,3,3
1.0,21328,1260.5499999999997,759,1.6608036890645583,3,3
1.0,21329,976.7499999999982,587,1.663969335604767,3,3
1.0,21331,140.25,11,12.75,1,1
1.0,21332,143.3,14,10.235714285714286,1,1
1.0,21333,156.35000000000005,53,2.950000000000001,3,3
1.0,21336,23.60000000000001,8,2.950000000000001,2,2
1.0,21340,6184.309999999998,566,10.926342756183741,3,3
1.0,21344,109.44999999999999,11,9.95,1,1
1.0,21348,355.65000000000003,139,2.55863309352518,27,27
1.0,21349,54.0,8,6.75,1,1
1.0,21351,331.45,51,6.499019607843137,2,2
1.0,21352,761.6000000000004,208,3.661538461538463,9,9
1.0,21354,888.45,753,1.1798804780876495,10,10
1.0,21355,961.65,777,1.2376447876447876,6,6
1.0,21356,363.15,304,1.1945723684210525,5,5
1.0,21357,23.75,19,1.25,1,1
1.0,21358,410.0,328,1.25,5,5
1.0,21359,696.3000000000002,114,6.107894736842107,4,4
1.0,21360,194.15000000000003,37,5.247297297297298,2,2
1.0,21361,357.0,28,12.75,1,1
1.0,21363,668.2500000000003,135,4.950000000000003,2,2
1.0,21364,101.25,15,6.75,1,1
1.0,21365,359.25,347,1.0353025936599423,8,8
1.0,21366,85.0,20,4.25,2,2
1.0,21367,159.51,163,0.9785889570552146,4,4
1.0,21368,129.15,161,0.8021739130434783,5,5
1.0,21369,142.5,98,1.4540816326530612,7,7
1.0,21370,88.2,15,5.88,1,1
1.0,21371,273.9,274,0.9996350364963503,8,8
1.0,21372,74.98,66,1.1360606060606062,2,2
1.0,21373,249.75,333,0.75,12,12
1.0,21374,398.75,293,1.3609215017064846,7,7
1.0,21375,109.80000000000001,24,4.575,2,2
1.0,21376,154.65,33,4.6863636363636365,2,2
1.0,21377,118.26,90,1.314,5,5
1.0,21378,170.10000000000002,126,1.35,6,6
1.0,21379,158.11,143,1.1056643356643359,6,6
1.0,21380,5865.899999999994,2078,2.8228585178055794,8,8
1.0,21381,2133.12,1344,1.587142857142857,17,17
1.0,21382,1146.4,1024,1.11953125,10,10
1.0,21383,500.49999999999994,770,0.6499999999999999,9,9
1.0,21385,2955.9400000000023,3562,0.8298540145985408,16,16
1.0,21386,257.57,713,0.3612482468443198,13,13
1.0,21389,862.7500000000001,1015,0.8500000000000001,9,9
1.0,21390,4540.380000000001,3778,1.2017946003176287,20,20
1.0,21391,623.55,691,0.9023878437047756,12,12
1.0,21392,38.129999999999995,32,1.1915624999999999,4,4
1.0,21393,38.67,29,1.333448275862069,3,3
1.0,21394,824.5300000000001,1991,0.41412857860371677,28,28
1.0,21395,588.1199999999999,1508,0.3899999999999999,32,32
1.0,21397,444.01000000000005,1015,0.437448275862069,23,23
1.0,21398,642.7500000000002,1499,0.42878585723815893,30,30
1.0,21399,491.10000000000014,1211,0.40553261767134613,34,34
1.0,21400,109.73999999999997,837,0.13111111111111107,17,17
1.0,21401,132.29999999999995,1010,0.13099009900990094,17,17
1.0,21402,155.39999999999992,1290,0.12046511627906971,21,21
1.0,21403,258.71999999999997,1718,0.15059371362048893,24,24
1.0,21407,943.75,228,4.139254385964913,2,2
1.0,21408,756.41,223,3.3919730941704036,3,3
1.0,21411,2336.21,709,3.295077574047955,3,3
1.0,21413,45.0,36,1.25,3,3
1.0,21414,2.1,1,2.1,1,1
1.0,21415,384.13000000000005,206,1.8647087378640779,6,6
1.0,21416,18.75,5,3.75,1,1
1.0,21417,418.78000000000003,288,1.4540972222222224,8,8
1.0,21418,115.24999999999999,59,1.9533898305084743,4,4
1.0,21420,87.12,48,1.8150000000000002,3,3
1.0,21421,345.14,298,1.1581879194630873,22,22
1.0,21422,1154.6100000000001,1485,0.7775151515151516,37,37
1.0,21424,238.2000000000001,84,2.8357142857142867,5,5
1.0,21425,188.05000000000004,67,2.8067164179104482,4,4
1.0,21426,164.1,81,2.0259259259259257,6,6
1.0,21427,86.1,41,2.0999999999999996,3,3
1.0,21428,1499.8,396,3.7873737373737373,4,4
1.0,21429,1827.1500000000003,1017,1.7966076696165194,7,7
1.0,21430,5051.58,1466,3.445825375170532,7,7
1.0,21439,837.5,670,1.25,14,14
1.0,21441,216.49999999999997,368,0.5883152173913043,10,10
1.0,21442,226.91,383,0.5924543080939948,10,10
1.0,21445,78.75,63,1.25,5,5
1.0,21446,500.0,400,1.25,4,4
1.0,21447,935.0,748,1.25,8,8
1.0,21448,539.5499999999998,327,1.6499999999999995,4,4
1.0,21452,1430.8000000000013,504,2.8388888888888917,6,6
1.0,21454,270.3000000000001,318,0.8500000000000004,6,6
1.0,21455,219.29999999999995,258,0.8499999999999999,7,7
1.0,21456,200.0,160,1.25,8,8
1.0,21457,143.75,115,1.25,7,7
1.0,21458,197.5,158,1.25,8,8
1.0,21459,56.55,29,1.95,3,3
1.0,21460,50.7,26,1.9500000000000002,2,2
1.0,21461,11.7,6,1.95,3,3
1.0,21462,852.4499999999999,191,4.463089005235601,2,2
1.0,21463,1854.6,348,5.329310344827586,4,4
1.0,21464,413.5,98,4.219387755102041,2,2
1.0,21465,719.96,191,3.769424083769634,3,3
1.0,21466,974.99,265,3.6792075471698116,2,2
1.0,21467,787.42,208,3.785673076923077,2,2
1.0,21468,461.17,121,3.811322314049587,2,2
1.0,21469,933.71,248,3.764959677419355,3,3
1.0,21470,678.63,178,3.8125280898876404,2,2
1.0,21471,671.25,179,3.75,2,2
1.0,21472,442.5,118,3.75,3,3
1.0,21473,438.89999999999986,22,19.949999999999992,1,1
1.0,21476,433.54999999999984,29,14.949999999999994,1,1
1.0,21479,6888.92,1826,3.772683461117196,7,7
1.0,21481,6921.410000000002,2223,3.113544759334234,8,8
1.0,21484,3168.0200000000004,832,3.8077163461538466,4,4
1.0,21485,7917.5299999999925,1671,4.738198683423096,4,4
1.0,21486,30.0,8,3.75,2,2
1.0,21488,11.850000000000001,3,3.9500000000000006,1,1
1.0,21494,1622.23,1226,1.3231892332789559,9,9
1.0,21495,2345.5,5775,0.40614718614718615,34,34
1.0,21497,3430.0,8600,0.3988372093023256,37,37
1.0,21498,2913.74,7197,0.4048548006113658,33,33
1.0,21499,2054.0,5100,0.4027450980392157,33,33
1.0,21500,2593.0,6350,0.40834645669291336,29,29
1.0,21503,288.5,725,0.3979310344827586,30,30
1.0,21504,763.2000000000002,1884,0.40509554140127396,19,19
1.0,21506,1364.3999999999983,3408,0.4003521126760558,19,19
1.0,21507,884.0399999999998,2172,0.4070165745856353,17,17
1.0,21508,534.0700000000003,1301,0.4105073020753269,14,14
1.0,21509,1444.7499999999986,3581,0.4034487573303543,17,17
1.0,21518,106.98000000000002,265,0.4036981132075472,15,15
1.0,21519,910.5,2209,0.4121774558623812,16,16
1.0,21520,186.78000000000003,455,0.41050549450549456,13,13
1.0,21523,12904.600000000002,2238,5.766130473637177,9,9
1.0,21524,6920.720000000004,955,7.246827225130894,3,3
1.0,21527,2099.0000000000005,280,7.496428571428573,3,3
1.0,21528,708.9000000000001,102,6.950000000000001,1,1
1.0,21530,402.1800000000002,438,0.9182191780821922,8,8
1.0,21531,2273.849999999999,981,2.3178899082568796,7,7
1.0,21533,3274.649999999998,687,4.7665938864628785,3,3
1.0,21534,857.8500000000009,175,4.9020000000000055,2,2
1.0,21535,3934.799999999999,1668,2.358992805755395,7,7
1.0,21537,548.25,129,4.25,3,3
1.0,21538,18.75,5,3.75,2,2
1.0,21539,2152.1500000000005,455,4.730000000000001,4,4
1.0,21544,1519.0000000000014,1868,0.8131691648822277,16,16
1.0,21547,194.70000000000007,66,2.950000000000001,4,4
1.0,21555,140.25,55,2.55,4,4
1.0,21556,1856.8500000000004,803,2.3123910336239106,16,16
1.0,21557,854.04,300,2.8468,5,5
1.0,21558,4614.600000000007,1942,2.376210092687954,6,6
1.0,21559,8696.840000000026,3701,2.349862199405573,8,8
1.0,21561,2863.6799999999967,1225,2.3376979591836706,7,7
1.0,21562,368.35,319,1.1547021943573668,12,12
1.0,21563,2585.120000000002,1356,1.9064306784660783,10,10
1.0,21564,1675.5200000000011,1012,1.6556521739130445,9,9
1.0,21576,403.67,177,2.2806214689265536,3,3
1.0,21577,796.5,354,2.25,4,4
1.0,21578,1300.5,578,2.25,6,6
1.0,21579,234.0,104,2.25,5,5
1.0,21580,202.5,90,2.25,3,3
1.0,21581,344.25,153,2.25,3,3
1.0,21584,1753.250000000002,1065,1.646244131455401,6,6
1.0,21586,784.1999999999997,316,2.481645569620252,6,6
1.0,21587,480.75000000000006,197,2.440355329949239,6,6
1.0,21588,3447.5999999999967,1496,2.3045454545454525,10,10
1.0,21591,825.0,660,1.25,5,5
1.0,21592,2149.46,2150,0.9997488372093023,9,9
1.0,21609,2054.4500000000007,755,2.7211258278145705,10,10
1.0,21613,632.7500000000001,221,2.863122171945702,5,5
1.0,21614,141.60000000000002,48,2.9500000000000006,6,6
1.0,21615,1195.0,840,1.4226190476190477,8,8
1.0,21616,1093.75,755,1.4486754966887416,6,6
1.0,21617,851.75,473,1.8007399577167018,5,5
1.0,21618,473.75,303,1.5635313531353134,5,5
1.0,21619,1252.5,900,1.3916666666666666,7,7
1.0,21620,1211.25,811,1.4935265104808877,6,6
1.0,21621,10545.630000000001,1294,8.149636785162288,5,5
1.0,21622,1049.3999999999994,212,4.9499999999999975,3,3
1.0,21623,18671.63,2809,6.647073691705233,22,22
1.0,21624,755.6500000000005,127,5.950000000000005,2,2
1.0,21625,2140.1900000000005,307,6.971302931596093,2,2
1.0,21626,709.8,364,1.95,8,8
1.0,21627,568.1,38,14.950000000000001,1,1
1.0,21628,200.49999999999997,14,14.32142857142857,1,1
1.0,21629,363.65,47,7.737234042553191,1,1
1.0,21630,452.35,53,8.534905660377358,2,2
1.0,21631,723.6000000000001,152,4.760526315789474,10,10
1.0,21632,237.00000000000006,60,3.950000000000001,12,12
1.0,21633,502.95000000000005,85,5.917058823529413,6,6
1.0,21634,462.60000000000014,948,0.48797468354430396,41,41
1.0,21635,367.5,270,1.3611111111111112,18,18
1.0,21636,703.95,917,0.7676663031624864,11,11
1.0,21637,136.25,109,1.25,18,18
1.0,21638,493.5000000000001,235,2.1000000000000005,7,7
1.0,21640,447.37,541,0.8269316081330869,10,10
1.0,21641,367.97999999999996,1102,0.33392014519056257,47,47
1.0,21642,584.3399999999998,1762,0.3316345062429057,22,22
1.0,21643,320.44,260,1.2324615384615385,13,13
1.0,21644,188.75,151,1.25,6,6
1.0,21647,243.60000000000002,116,2.1,3,3
1.0,21648,357.94,290,1.2342758620689656,15,15
1.0,21650,249.67000000000004,1239,0.20150928167877324,29,29
1.0,21651,201.75,131,1.5400763358778626,11,11
1.0,21654,432.53999999999985,946,0.45723044397462986,18,18
1.0,21656,169.64999999999998,117,1.4499999999999997,6,6
1.0,21657,194.6,28,6.95,1,1
1.0,21658,1297.1399999999999,342,3.792807017543859,4,4
1.0,21661,17.85,3,5.95,1,1
1.0,21662,398.45000000000005,71,5.611971830985916,4,4
1.0,21664,346.47,97,3.5718556701030932,5,5
1.0,21666,249.60000000000014,384,0.6500000000000004,11,11
1.0,21668,2880.8699999999994,2261,1.2741574524546657,12,12
1.0,21669,3337.0599999999995,2618,1.2746600458365163,13,13
1.0,21670,2730.21,2189,1.2472407492005482,13,13
1.0,21671,2852.64,2348,1.214923339011925,14,14
1.0,21672,3024.8599999999997,2474,1.2226596604688762,16,16
1.0,21673,2651.22,2146,1.2354240447343894,13,13
1.0,21675,299.90999999999997,351,0.8544444444444443,10,10
1.0,21676,191.04999999999995,211,0.9054502369668245,6,6
1.0,21677,390.6499999999999,455,0.8585714285714284,8,8
1.0,21678,88.39999999999998,104,0.8499999999999998,6,6
1.0,21679,891.2200000000006,1054,0.8455597722960158,12,12
1.0,21680,683.4000000000003,804,0.8500000000000004,15,15
1.0,21681,19.9,2,9.95,1,1
1.0,21682,866.31,174,4.978793103448275,3,3
1.0,21683,876.1500000000004,297,2.9500000000000015,6,6
1.0,21684,575.4100000000001,764,0.7531544502617802,20,20
1.0,21686,1228.4,32,38.3875,1,1
1.0,21688,932.2000000000006,316,2.950000000000002,8,8
1.0,21689,345.0,92,3.75,4,4
1.0,21690,90.0,24,3.75,2,2
1.0,21692,63.75,17,3.75,2,2
1.0,21693,1056.1000000000006,358,2.9500000000000015,7,7
1.0,21694,817.0500000000002,303,2.696534653465347,15,15
1.0,21695,834.8500000000006,283,2.950000000000002,7,7
1.0,21696,525.1000000000001,178,2.9500000000000006,7,7
1.0,21698,116.62000000000002,266,0.43842105263157904,12,12
1.0,21700,591.6,696,0.85,15,15
1.0,21703,3390.189999999997,9174,0.3695432744713317,36,36
1.0,21704,3852.5200000000013,4999,0.7706581316263256,24,24
1.0,21705,1267.6099999999994,1357,0.9341267501842295,11,11
1.0,21706,1129.63,228,4.95451754385965,3,3
1.0,21707,586.3699999999998,117,5.0117094017094,2,2
1.0,21708,381.15,77,4.949999999999999,3,3
1.0,21709,430.05999999999995,87,4.9432183908045975,2,2
1.0,21710,407.4599999999999,83,4.909156626506023,2,2
1.0,21711,420.1,86,4.884883720930233,3,3
1.0,21713,1390.5499999999993,673,2.066196136701336,5,5
1.0,21714,1331.25,1065,1.25,8,8
1.0,21715,2731.6500000000015,1139,2.398287971905181,8,8
1.0,21716,2898.770000000003,1197,2.4216959064327512,8,8
1.0,21717,931.9499999999999,405,2.301111111111111,10,10
1.0,21718,1609.92,1286,1.251881804043546,8,8
1.0,21719,255.84999999999988,301,0.8499999999999996,8,8
1.0,21720,48.45,57,0.8500000000000001,7,7
1.0,21721,148.75000000000003,175,0.8500000000000002,7,7
1.0,21722,29.75,35,0.85,4,4
1.0,21723,315.35,371,0.8500000000000001,9,9
1.0,21724,316.19999999999993,372,0.8499999999999999,6,6
1.0,21725,232.89999999999986,274,0.8499999999999995,8,8
1.0,21726,196.34999999999994,231,0.8499999999999998,6,6
1.0,21730,1449.2400000000007,304,4.767236842105265,3,3
1.0,21731,12096.760000000013,7764,1.5580577022153546,23,23
1.0,21733,8087.3299999999745,2867,2.8208336239972005,6,6
1.0,21735,1023.6,80,12.795,1,1
1.0,21736,136.05,77,1.766883116883117,11,11
1.0,21738,132.75000000000006,45,2.950000000000001,2,2
1.0,21739,417.4399999999998,143,2.919160839160838,2,2
1.0,21741,386.45000000000005,131,2.95,4,4
1.0,21742,1142.4000000000003,192,5.950000000000002,2,2
1.0,21743,620.9000000000001,230,2.6995652173913047,12,12
1.0,21744,1128.0900000000006,367,3.0738147138964593,4,4
1.0,21745,3389.69,923,3.6724702058504874,4,4
1.0,21746,2483.69,2129,1.166599342414279,19,19
1.0,21747,417.53000000000003,349,1.1963610315186248,13,13
1.0,21749,3060.6000000000013,1616,1.8939356435643573,25,25
1.0,21750,163.79999999999998,78,2.0999999999999996,4,4
1.0,21754,9716.409999999998,1643,5.913822276323796,3,3
1.0,21755,7513.909999999993,1262,5.95396988906497,3,3
1.0,21756,4715.929999999993,790,5.969531645569611,3,3
1.0,21757,29.700000000000003,6,4.95,2,2
1.0,21758,195.95000000000002,31,6.320967741935484,2,2
1.0,21761,299.49999999999994,10,29.949999999999996,1,1
1.0,21763,149.75,5,29.95,1,1
1.0,21769,607.6500000000001,11,55.2409090909091,5,5
1.0,21770,7242.06,1563,4.6334357005758156,4,4
1.0,21773,691.02,918,0.7527450980392156,15,15
1.0,21774,645.78,834,0.7743165467625899,15,15
1.0,21775,310.16,280,1.1077142857142859,6,6
1.0,21777,47.7,6,7.95,3,3
1.0,21781,999.0000000000002,68,14.691176470588239,1,1
1.0,21784,159.2,16,9.95,1,1
1.0,21785,267.95,411,0.6519464720194647,82,82
1.0,21786,621.9099999999996,1711,0.36347749853886596,17,17
1.0,21787,1791.3800000000003,2234,0.8018710832587289,20,20
1.0,21788,640.1799999999998,820,0.7807073170731705,16,16
1.0,21789,658.13,779,0.8448395378690629,10,10
1.0,21790,10371.769999999968,13247,0.7829523665735614,17,17
1.0,21791,6234.950000000001,5273,1.182429357102219,15,15
1.0,21792,1361.0000000000005,324,4.200617283950619,4,4
1.0,21793,1165.3900000000006,277,4.207184115523468,4,4
1.0,21794,2052.62,498,4.121726907630522,5,5
1.0,21801,135.24000000000004,322,0.4200000000000001,21,21
1.0,21802,419.5800000000001,999,0.4200000000000001,19,19
1.0,21803,477.9600000000001,1138,0.4200000000000001,22,22
1.0,21804,637.95,173,3.6875722543352603,4,4
1.0,21807,174.29999999999995,415,0.4199999999999999,13,13
1.0,21808,370.0,100,3.7,4,4
1.0,21809,995.2999999999997,1859,0.5353953738569122,20,20
1.0,21810,1880.910000000002,4051,0.4643075783757102,27,27
1.0,21811,1592.72,3036,0.5246113306982872,26,26
1.0,21812,332.4,68,4.888235294117647,3,3
1.0,21813,356.4,72,4.949999999999999,3,3
1.0,21814,108.74999999999999,75,1.4499999999999997,5,5
1.0,21815,191.4,132,1.45,6,6
1.0,21816,49.3,34,1.45,3,3
1.0,21817,408.8599999999998,908,0.45028634361233455,14,14
1.0,21818,1281.1299999999992,2699,0.4746683957021116,16,16
1.0,21819,1054.6299999999992,2465,0.4278417849898577,19,19
1.0,21820,591.89,158,3.746139240506329,4,4
1.0,21821,345.0,92,3.75,3,3
1.0,21822,390.84000000000003,438,0.8923287671232878,9,9
1.0,21823,687.98,1196,0.5752341137123747,15,15
1.0,21824,474.9100000000001,1003,0.47348953140578276,18,18
1.0,21826,112.5,90,1.25,4,4
1.0,21827,7.5,6,1.25,2,2
1.0,21828,391.25,313,1.25,4,4
1.0,21829,938.5199999999988,4553,0.20613222051394658,50,50
1.0,21830,750.4900000000002,1782,0.4211503928170596,29,29
1.0,21832,1306.7300000000002,785,1.6646242038216563,6,6
1.0,21833,2313.0299999999993,1407,1.6439445628997862,19,19
1.0,21836,11.25,3,3.75,1,1
1.0,21839,5.45,1,5.45,1,1
1.0,21841,310.25,73,4.25,3,3
1.0,21843,7696.199999999987,716,10.748882681564227,2,2
1.0,21844,3842.3,1426,2.694460028050491,14,14
1.0,21845,962.9800000000005,1126,0.8552220248667854,19,19
1.0,21846,100.97,15,6.731333333333334,1,1
1.0,21847,29.7,6,4.95,1,1
1.0,21849,260.73999999999995,52,5.014230769230768,2,2
1.0,21850,64.35000000000002,13,4.950000000000002,1,1
1.0,21851,123.87,23,5.385652173913043,1,1
1.0,21864,1150.440000000001,590,1.9498983050847474,5,5
1.0,21865,463.38000000000034,223,2.077937219730943,3,3
1.0,21866,670.4599999999999,537,1.2485288640595902,4,4
1.0,21867,336.27000000000004,266,1.2641729323308273,3,3
1.0,21868,1882.5,1510,1.2466887417218544,9,9
1.0,21870,987.5,790,1.25,9,9
1.0,21871,2509.91,2134,1.1761527647610122,14,14
1.0,21872,842.58,810,1.0402222222222224,10,10
1.0,21873,402.72,408,0.9870588235294119,6,6
1.0,21874,1741.75,1427,1.2205676243868255,13,13
1.0,21875,512.64,408,1.256470588235294,6,6
1.0,21876,1288.69,1349,0.95529280948851,12,12
1.0,21877,2158.7299999999996,1601,1.348363522798251,8,8
1.0,21878,1108.1000000000013,1348,0.8220326409495559,14,14
1.0,21879,303.23000000000013,1027,0.2952580331061345,17,17
1.0,21880,432.20000000000033,856,0.5049065420560751,12,12
1.0,21881,315.5500000000001,975,0.32364102564102576,21,21
1.0,21882,191.28000000000003,600,0.31880000000000003,14,14
1.0,21883,580.8700000000003,1367,0.4249231894659842,14,14
1.0,21884,318.81000000000006,1017,0.31348082595870214,23,23
1.0,21888,3292.35,873,3.7713058419243985,4,4
1.0,21889,7180.95,5750,1.2488608695652175,12,12
1.0,21890,3240.26,1068,3.0339513108614233,5,5
1.0,21891,8454.630000000006,6771,1.248653079308818,26,26
1.0,21892,2740.3599999999997,2159,1.2692728114867993,9,9
1.0,21894,610.73,476,1.283046218487395,6,6
1.0,21895,4.25,1,4.25,1,1
1.0,21896,560.7000000000006,267,2.1000000000000023,4,4
1.0,21897,1250.82,402,3.1114925373134326,201,201
1.0,21898,1423.0300000000002,445,3.1978202247191017,63,63
1.0,21899,838.9899999999998,1277,0.6570007830853561,8,8
1.0,21900,1057.1499999999996,1587,0.6661310649023312,9,9
1.0,21901,1135.0600000000004,1734,0.6545905420991929,7,7
1.0,21902,630.9499999999999,969,0.6511351909184726,8,8
1.0,21903,1120.0800000000008,500,2.2401600000000017,4,4
1.0,21904,104.99999999999999,50,2.0999999999999996,2,2
1.0,21905,699.01,681,1.0264464023494861,6,6
1.0,21906,1516.9,238,6.373529411764706,3,3
1.0,21907,4727.949999999988,2278,2.0754828797190465,6,6
1.0,21908,4180.319999999995,2133,1.9598312236286897,8,8
1.0,21910,59.400000000000006,36,1.6500000000000001,4,4
1.0,21911,153.45000000000005,93,1.6500000000000006,4,4
1.0,21912,5501.030000000001,1569,3.5060739324410455,5,5
1.0,21913,1131.28,302,3.745960264900662,3,3
1.0,21914,5695.679999999999,4503,1.264863424383744,12,12
1.0,21915,18648.88,16594,1.123832710618296,42,42
1.0,21916,1760.62,4337,0.4059534240258243,17,17
1.0,21917,1647.7799999999986,4082,0.40366976972072477,21,21
1.0,21918,2807.139999999997,6995,0.40130664760543205,24,24
1.0,21922,5658.240000000001,756,7.484444444444446,4,4
1.0,21925,496.25,397,1.25,5,5
1.0,21926,211.25,169,1.25,6,6
1.0,21927,271.25,217,1.25,8,8
1.0,21928,17549.97000000001,9422,1.8626586711950763,16,16
1.0,21929,18034.72000000001,9663,1.86636862258098,15,15
1.0,21930,10884.550000000003,5703,1.908565667192706,11,11
1.0,21931,9796.250000000007,5048,1.940620047543583,11,11
1.0,21932,2491.8100000000018,1400,1.779864285714287,6,6
1.0,21933,4282.660000000004,2402,1.7829558701082449,8,8
1.0,21934,1223.3999999999996,756,1.6182539682539678,10,10
1.0,21935,2822.720000000002,1762,1.6019977298524415,8,8
1.0,21936,10199.80999999999,3697,2.7589423857181474,9,9
1.0,21937,2591.7000000000016,926,2.798812095032399,7,7
1.0,21942,76.75000000000001,93,0.8252688172043012,8,8
1.0,21943,48.45000000000001,57,0.8500000000000002,5,5
1.0,21944,177.87999999999994,232,0.7667241379310342,6,6
1.0,21945,190.7899999999999,225,0.8479555555555551,7,7
1.0,21946,58.900000000000006,72,0.8180555555555556,6,6
1.0,21947,743.98,596,1.2482885906040269,6,6
1.0,21948,543.07,418,1.2992105263157896,7,7
1.0,21949,725.49,613,1.1835073409461665,10,10
1.0,21955,6611.760000000002,1156,5.7195155709342576,7,7
1.0,21967,1506.24,5166,0.29156794425087107,28,28
1.0,21972,320.45,221,1.45,7,7
1.0,21973,198.64999999999998,137,1.4499999999999997,6,6
1.0,21974,1837.4100000000026,1254,1.465239234449763,8,8
1.0,21975,4303.630000000001,9055,0.4752766427388184,26,26
1.0,21976,1727.5800000000006,3482,0.496145893164848,21,21
1.0,21977,6663.309999999996,13955,0.4774854890720169,31,31
1.0,21980,1489.0800000000004,4856,0.3066474464579902,28,28
1.0,21981,1510.2000000000005,5288,0.2855900151285931,26,26
1.0,21982,1684.7700000000002,6057,0.27815255076770684,32,32
1.0,21983,473.9600000000001,1460,0.32463013698630144,18,18
1.0,21984,617.1599999999999,2006,0.30765702891326013,18,18
1.0,21985,2550.2900000000027,8569,0.2976181584782358,23,23
1.0,21986,1129.79,3985,0.28351066499372646,25,25
1.0,21987,1246.2899999999993,2037,0.611826215022091,13,13
1.0,21988,1663.300000000001,2194,0.7581130355515046,14,14
1.0,21989,1675.240000000002,2068,0.8100773694390726,9,9
1.0,21990,1194.6,814,1.4675675675675675,6,6
1.0,21991,429.08000000000004,282,1.5215602836879434,4,4
1.0,21992,1653.69,1159,1.4268248490077653,5,5
1.0,21993,1296.65,884,1.4667986425339368,6,6
1.0,22021,577.4999999999994,350,1.6499999999999984,5,5
1.0,22023,294.81,699,0.42175965665236054,13,13
1.0,22024,579.0700000000004,1440,0.4021319444444447,17,17
1.0,22025,422.64,1068,0.3957303370786517,21,21
1.0,22026,439.9200000000003,1068,0.41191011235955083,16,16
1.0,22027,1059.109999999999,2581,0.41034870205346724,15,15
1.0,22028,1198.4499999999985,2903,0.4128315535652768,15,15
1.0,22029,2066.059999999996,5242,0.39413582602060204,21,21
1.0,22030,2130.629999999996,5361,0.39743144935646263,21,21
1.0,22031,113.25000000000004,255,0.4441176470588237,11,11
1.0,22032,151.62000000000003,361,0.4200000000000001,11,11
1.0,22033,141.12000000000006,336,0.4200000000000002,16,16
1.0,22034,1.26,3,0.42,3,3
1.0,22035,574.0600000000005,1406,0.40829302987197763,15,15
1.0,22037,1573.119999999995,3795,0.41452437417654675,14,14
1.0,22038,199.5,475,0.42,25,25
1.0,22039,94.5,225,0.42,28,28
1.0,22040,304.5,725,0.42,25,25
1.0,22041,8341.770000000002,3768,2.2138455414012745,18,18
1.0,22042,151.20000000000002,360,0.42000000000000004,13,13
1.0,22043,283.32000000000005,1188,0.23848484848484852,27,27
1.0,22044,196.44000000000005,816,0.24073529411764713,22,22
1.0,22045,1593.84,3852,0.4137694704049844,30,30
1.0,22046,500.22,1191,0.42000000000000004,28,28
1.0,22047,1373.5,3375,0.40696296296296297,31,31
1.0,22048,210.0,500,0.42,25,25
1.0,22049,153.25,625,0.2452,29,29
1.0,22050,283.5,675,0.42,27,27
1.0,22051,420.0,1000,0.42,25,25
1.0,22052,229.32,546,0.42,22,22
1.0,22053,3596.42,4236,0.8490132200188858,162,162
